episode,total_steps,total_reward,average_reward,minerals_collected,exploration_rate,epsilon,memory_size,loss_avg,timestamp
196,0,0,0,0,99.0,0.01,1000,0,2026-02-06T06:09:32.221300
197,0,0,0,0,99.0,0.01,1000,0,2026-02-06T06:09:38.271581
198,0,0,0,0,99.0,0.01,1000,0,2026-02-06T06:09:44.767485
199,0,0,0,0,99.0,0.01,1000,0,2026-02-06T06:12:48.731198
200,0,0,0,0,99.0,0.01,1000,0,2026-02-06T06:13:02.117174
201,0,0,0,0,99.0,0.01,1000,0,2026-02-06T06:13:13.105555
202,0,0,0,0,99.0,0.01,1000,0,2026-02-06T06:17:36.392808
203,0,0,0,0,99.0,0.01,1000,0,2026-02-06T06:21:39.859877
204,0,0,0,0,99.0,0.01,1000,0,2026-02-06T06:21:48.979053
205,0,0,0,0,99.0,0.01,1000,0,2026-02-06T06:23:29.208639
206,0,0,0,0,99.0,0.01,1000,0,2026-02-06T06:27:40.780796
207,0,0,0,0,99.0,0.01,1000,0,2026-02-06T06:29:03.824136
208,0,0,0,0,99.0,0.01,1000,0,2026-02-06T06:30:54.919542
209,0,0,0,0,99.0,0.01,1000,0,2026-02-06T06:31:04.833348
210,0,0,0,0,99.0,0.01,1000,0,2026-02-06T06:34:57.653885
211,0,0,0,0,99.0,0.01,1000,0,2026-02-06T06:35:06.052458
212,0,0,0,0,99.0,0.01,1000,0,2026-02-06T06:37:44.574031
213,0,0,0,0,99.0,0.01,1000,0,2026-02-06T06:37:51.300044
214,0,0,0,0,99.0,0.01,1000,0,2026-02-06T06:38:15.568010
215,0,0,0,0,99.0,0.01,1000,0,2026-02-06T06:39:50.035853
216,0,0,0,0,99.0,0.01,1000,0,2026-02-06T06:42:47.092053
217,0,0,0,0,99.0,0.01,1000,0,2026-02-06T06:44:14.955552
218,0,0,0,0,99.0,0.01,1000,0,2026-02-06T06:44:22.181337
219,0,0,0,0,99.0,0.01,1000,0,2026-02-06T06:45:52.912201
220,0,0,0,0,99.0,0.01,1000,0,2026-02-06T06:47:51.023011
221,0,0,0,0,99.0,0.01,1000,0,2026-02-06T06:48:00.810308
222,0,0,0,0,99.0,0.01,1000,0,2026-02-06T06:49:19.655603
223,0,0,0,0,99.0,0.01,1000,0,2026-02-06T06:49:26.688012
224,0,0,0,0,99.0,0.01,1000,0,2026-02-06T06:52:30.432116
225,0,0,0,0,99.0,0.01,1000,0,2026-02-06T06:55:06.349664
226,0,0,0,0,99.0,0.01,1000,0,2026-02-06T06:55:21.921503
227,0,0,0,0,99.0,0.01,1000,0,2026-02-06T06:55:39.961233
228,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:02:14.826796
229,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:03:15.496793
230,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:03:28.213456
231,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:06:04.998277
232,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:06:21.407491
233,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:08:22.021458
234,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:11:29.757314
235,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:14:01.467451
236,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:16:28.647933
237,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:16:44.497194
238,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:17:51.633847
239,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:18:25.808382
240,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:21:04.592555
241,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:21:16.833854
242,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:21:26.663909
243,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:25:47.101969
244,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:29:54.522245
245,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:32:02.028021
246,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:33:25.225460
247,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:33:36.929553
248,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:36:46.889653
249,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:37:01.057894
250,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:37:16.293664
251,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:37:25.978276
252,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:37:36.092997
253,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:41:31.952349
254,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:41:41.190805
255,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:41:51.468568
256,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:43:11.465572
257,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:45:43.360935
258,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:47:32.766901
259,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:51:30.087854
260,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:52:12.615060
261,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:52:22.931542
262,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:52:34.081121
263,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:57:01.637166
264,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:57:13.063964
265,0,0,0,0,99.0,0.01,1000,0,2026-02-06T07:58:21.242823
266,0,0,0,0,99.0,0.01,1000,0,2026-02-06T08:00:06.112183
267,0,0,0,0,99.0,0.01,1000,0,2026-02-06T08:02:55.625833
268,0,0,0,0,99.0,0.01,1000,0,2026-02-06T08:07:22.013398
269,0,0,0,0,99.0,0.01,1000,0,2026-02-06T08:11:53.405048
270,0,0,0,0,99.0,0.01,1000,0,2026-02-06T08:12:55.998635
271,0,0,0,0,99.0,0.01,1000,0,2026-02-06T08:16:20.074318
272,0,0,0,0,99.0,0.01,1000,0,2026-02-06T08:16:29.955509
273,0,0,0,0,99.0,0.01,1000,0,2026-02-06T08:16:39.223779
274,0,0,0,0,99.0,0.01,1000,0,2026-02-06T08:18:12.187760
275,0,0,0,0,99.0,0.01,1000,0,2026-02-06T08:18:21.607193
276,0,0,0,0,99.0,0.01,1000,0,2026-02-06T08:21:58.611044
277,0,0,0,0,99.0,0.01,1000,0,2026-02-06T08:24:54.432611
278,0,0,0,0,99.0,0.01,1000,0,2026-02-06T08:27:13.881777
279,0,0,0,0,99.0,0.01,1000,0,2026-02-06T08:28:47.036494
280,0,0,0,0,99.0,0.01,1000,0,2026-02-06T08:33:09.402966
281,0,0,0,0,99.0,0.01,1000,0,2026-02-06T08:35:11.692340
282,0,0,0,0,99.0,0.01,1000,0,2026-02-06T08:36:22.021449
283,0,0,0,0,99.0,0.01,1000,0,2026-02-06T08:39:34.656945
284,0,0,0,0,99.0,0.01,1000,0,2026-02-06T08:40:50.322634
285,0,0,0,0,99.0,0.01,1000,0,2026-02-06T08:42:37.997690
286,0,0,0,0,99.0,0.01,1000,0,2026-02-06T08:42:47.855404
287,0,0,0,0,99.0,0.01,1000,0,2026-02-06T08:43:00.796023
288,0,0,0,0,99.0,0.01,1000,0,2026-02-06T08:43:10.409313
289,0,0,0,0,99.0,0.01,1000,0,2026-02-06T08:46:15.193622
290,0,0,0,0,99.0,0.01,1000,0,2026-02-06T08:50:33.074342
291,0,0,0,0,99.0,0.01,1000,0,2026-02-06T08:54:01.065543
292,0,0,0,0,99.0,0.01,1000,0,2026-02-06T08:55:26.475287
293,0,0,0,0,99.0,0.01,1000,0,2026-02-06T08:56:28.813680
294,0,0,0,0,99.0,0.01,1000,0,2026-02-06T08:56:38.976471
295,0,0,0,0,99.0,0.01,1000,0,2026-02-06T08:59:20.732391
296,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:00:32.273881
297,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:02:12.873136
298,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:02:23.336068
299,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:02:33.509622
300,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:03:27.470598
301,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:04:46.799186
302,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:09:02.211782
303,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:10:39.445981
304,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:10:49.910705
305,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:14:58.173580
306,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:18:49.164666
307,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:22:52.765396
308,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:26:56.554397
309,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:27:56.906869
310,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:28:10.756705
311,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:28:20.364776
312,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:28:29.474751
313,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:32:28.074981
314,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:33:25.388255
315,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:34:56.106277
316,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:35:06.426061
317,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:35:16.408895
318,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:37:13.682877
319,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:38:15.975249
320,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:38:27.851836
321,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:38:37.205862
322,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:38:46.943476
323,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:40:05.066559
324,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:42:53.723244
325,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:43:04.034080
326,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:43:12.669785
327,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:44:32.640888
328,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:44:43.538562
329,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:46:11.590029
330,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:46:23.678836
331,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:47:13.568183
332,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:51:29.133652
333,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:51:38.985186
334,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:53:23.369590
335,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:55:35.785626
336,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:55:46.184686
337,0,0,0,0,99.0,0.01,1000,0,2026-02-06T09:56:47.772652
338,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:00:57.537988
339,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:04:29.320551
340,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:05:36.517991
341,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:06:39.353476
342,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:07:30.417714
343,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:11:39.876858
344,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:13:05.014235
345,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:14:05.388784
346,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:15:20.308013
347,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:18:14.659140
348,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:20:45.709321
349,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:22:45.086930
350,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:22:57.031299
351,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:23:05.483031
352,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:23:16.596310
353,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:23:26.327543
354,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:23:36.996434
355,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:27:32.823563
356,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:31:36.376017
357,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:31:46.700967
358,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:31:57.737970
359,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:32:09.531025
360,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:33:25.033120
361,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:37:46.625663
362,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:41:58.316962
363,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:42:14.604921
364,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:42:24.991662
365,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:42:33.520713
366,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:43:35.845702
367,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:47:42.069694
368,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:47:53.185646
369,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:49:48.421599
370,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:53:32.866794
371,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:53:45.264307
372,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:53:55.963956
373,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:54:56.911480
374,0,0,0,0,99.0,0.01,1000,0,2026-02-06T10:59:05.088163
375,0,0,0,0,99.0,0.01,1000,0,2026-02-06T11:03:24.318227
376,0,0,0,0,99.0,0.01,1000,0,2026-02-06T11:06:38.014056
377,0,0,0,0,99.0,0.01,1000,0,2026-02-06T11:07:27.726682
378,0,0,0,0,99.0,0.01,1000,0,2026-02-06T11:10:31.715661
379,0,0,0,0,99.0,0.01,1000,0,2026-02-06T11:11:37.913432
380,0,0,0,0,99.0,0.01,1000,0,2026-02-06T11:12:23.210862
381,0,0,0,0,99.0,0.01,1000,0,2026-02-06T11:16:30.233862
382,0,0,0,0,99.0,0.01,1000,0,2026-02-06T11:20:42.848990
383,0,0,0,0,99.0,0.01,1000,0,2026-02-06T11:20:53.209488
384,0,0,0,0,99.0,0.01,1000,0,2026-02-06T11:22:51.191330
385,0,0,0,0,99.0,0.01,1000,0,2026-02-06T11:25:20.181266
386,0,0,0,0,99.0,0.01,1000,0,2026-02-06T11:29:23.648432
387,0,0,0,0,99.0,0.01,1000,0,2026-02-06T11:33:31.649251
388,0,0,0,0,99.0,0.01,1000,0,2026-02-06T11:36:40.300125
389,0,0,0,0,99.0,0.01,1000,0,2026-02-06T11:38:39.916191
390,0,0,0,0,99.0,0.01,1000,0,2026-02-06T11:40:09.549709
391,0,0,0,0,99.0,0.01,1000,0,2026-02-06T11:44:17.243312
392,0,0,0,0,99.0,0.01,1000,0,2026-02-06T11:46:33.515162
393,0,0,0,0,99.0,0.01,1000,0,2026-02-06T11:48:41.759631
394,0,0,0,0,99.0,0.01,1000,0,2026-02-06T11:48:51.416818
395,0,0,0,0,99.0,0.01,1000,0,2026-02-06T11:52:31.454836
396,0,0,0,0,99.0,0.01,1000,0,2026-02-06T11:52:42.840823
397,0,0,0,0,99.0,0.01,1000,0,2026-02-06T11:52:52.634793
398,0,0,0,0,99.0,0.01,1000,0,2026-02-06T11:53:01.730750
399,0,0,0,0,99.0,0.01,1000,0,2026-02-06T11:53:35.125851
400,0,0,0,0,99.0,0.01,1000,0,2026-02-06T11:58:07.109701
401,0,0,0,0,99.0,0.01,1000,0,2026-02-06T11:58:16.466977
402,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:02:13.946252
403,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:03:50.991006
404,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:04:03.131792
405,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:04:51.596860
406,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:06:22.788692
407,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:10:35.467944
408,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:11:25.962857
409,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:11:36.869254
410,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:11:48.893979
411,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:11:59.424099
412,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:13:30.106584
413,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:15:30.176884
414,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:16:21.079994
415,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:16:31.582915
416,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:16:40.582284
417,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:17:40.767463
418,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:17:49.816691
419,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:20:27.980416
420,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:20:40.266798
421,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:24:36.335000
422,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:24:46.895819
423,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:27:52.227692
424,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:29:13.131903
425,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:33:17.787169
426,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:33:27.547938
427,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:36:09.790602
428,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:37:09.527901
429,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:41:21.868831
430,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:44:50.638086
431,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:45:01.483128
432,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:46:39.795132
433,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:49:21.096354
434,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:49:30.853114
435,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:49:40.859101
436,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:50:30.782550
437,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:51:53.129685
438,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:56:08.028534
439,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:56:14.365859
440,0,0,0,0,99.0,0.01,1000,0,2026-02-06T12:58:23.054893
441,0,0,0,0,99.0,0.01,1000,0,2026-02-06T13:02:33.700185
442,0,0,0,0,99.0,0.01,1000,0,2026-02-06T13:04:18.910503
443,0,0,0,0,99.0,0.01,1000,0,2026-02-06T13:04:30.316990
444,0,0,0,0,99.0,0.01,1000,0,2026-02-06T13:04:39.981321
445,0,0,0,0,99.0,0.01,1000,0,2026-02-06T13:07:18.774443
446,0,0,0,0,99.0,0.01,1000,0,2026-02-06T13:07:29.036211
447,0,0,0,0,99.0,0.01,1000,0,2026-02-06T13:11:50.830845
448,0,0,0,0,99.0,0.01,1000,0,2026-02-06T13:11:58.107975
449,0,0,0,0,99.0,0.01,1000,0,2026-02-06T13:12:07.309995
450,0,0,0,0,99.0,0.01,1000,0,2026-02-06T13:14:47.335332
451,0,0,0,0,99.0,0.01,1000,0,2026-02-06T13:16:02.018443
452,0,0,0,0,99.0,0.01,1000,0,2026-02-06T13:18:16.951020
453,0,0,0,0,99.0,0.01,1000,0,2026-02-06T13:22:25.571425
454,0,0,0,0,99.0,0.01,1000,0,2026-02-06T13:25:39.548168
455,0,0,0,0,99.0,0.01,1000,0,2026-02-06T13:29:43.216553
456,0,0,0,0,99.0,0.01,1000,0,2026-02-06T13:29:52.893348
457,0,0,0,0,99.0,0.01,1000,0,2026-02-06T13:30:52.968620
458,0,0,0,0,99.0,0.01,1000,0,2026-02-06T13:35:11.873994
459,0,0,0,0,99.0,0.01,1000,0,2026-02-06T13:39:16.912876
460,0,0,0,0,99.0,0.01,1000,0,2026-02-06T13:41:57.322598
461,0,0,0,0,99.0,0.01,1000,0,2026-02-06T13:45:38.288904
462,0,0,0,0,99.0,0.01,1000,0,2026-02-06T13:45:58.599753
463,0,0,0,0,99.0,0.01,1000,0,2026-02-06T13:50:03.380357
464,0,0,0,0,99.0,0.01,1000,0,2026-02-06T13:50:14.520587
465,0,0,0,0,99.0,0.01,1000,0,2026-02-06T13:54:26.502293
466,0,0,0,0,99.0,0.01,1000,0,2026-02-06T13:54:42.420799
467,0,0,0,0,99.0,0.01,1000,0,2026-02-06T13:54:52.604760
468,0,0,0,0,99.0,0.01,1000,0,2026-02-06T13:59:11.508406
469,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:00:01.372360
470,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:01:51.292134
471,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:06:01.049114
472,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:06:12.110717
473,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:06:24.774946
474,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:09:43.745945
475,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:09:56.113637
476,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:14:08.177639
477,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:18:13.347707
478,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:22:24.880917
479,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:22:33.635019
480,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:24:17.550650
481,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:24:29.626944
482,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:24:39.922593
483,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:27:11.403229
